"id";"prefix";"vendor"
114571;"0C45BA";HUAWEI TECHNOLOGIES CO.,LTD
114572;"0C469D";MS Sedco
114573;"0C473D";Hitron Technologies. Inc
114574;"0C47C9";Amazon Technologies Inc.
114575;"0C4885";LG Electronics (Mobile Communications)
114576;"0C48C6";CELESTICA INC.
114577;"0C4933";Sichuan Jiuzhou Electronic Technology Co., Ltd.
114578;"0C4B54";TP-LINK TECHNOLOGIES CO.,LTD.
114579;"0C4C39";MitraStar Technology Corp.
114580;"0C4DE9";Apple, Inc.
114581;"0C4F5A";ASA-RT s.r.l.
114582;"0C5101";Apple, Inc.
114583;"0C51F7";CHAUVIN ARNOUX
114584;"0C5203";AGM GROUP LIMITED
114585;"0C5331";ETH Zurich
114586;"0C5415";Intel Corporate
114587;"0C54A5";PEGATRON CORPORATION
114588;"0C54B9";Nokia
114589;"0C5521";Axiros GmbH
114590;"0C565C";HyBroad Vision (Hong Kong) Technology Co Ltd
114591;"0C57EB";Mueller Systems
114592;"0C5842";DME Micro
114593;"0C599C";Juniper Networks
114594;"0C5A19";Axtion Sdn Bhd
114595;"0C5A9E";Wi-SUN Alliance
114596;"0C5CD8";DOLI Elektronik GmbH
114597;"0C5F35";Niagara Video Corporation
114598;"0C6076";Hon Hai Precision Ind. Co.,Ltd.
114599;"0C6111";Anda Technologies SAC
114600;"0C6127";Actiontec Electronics, Inc
114601;"0C61CF";Texas Instruments
114602;"0C62A6";Hui Zhou Gaoshengda Technology Co.,LTD
114603;"0C63FC";Nanjing Signway Technology Co., Ltd
114604;"0C6803";Cisco Systems, Inc
114605;"0C6ABC";Fiberhome Telecommunication Technologies Co.,LTD
114606;"0C6AE6";Stanley Security Solutions
114607;"0C6E4F";PrimeVOLT Co., Ltd.
114608;"0C6F9C";Shaw Communications Inc.
114609;"0C704A";HUAWEI TECHNOLOGIES CO.,LTD
114610;"0C715D";Samsung Electronics Co.,Ltd
114611;"0C722C";TP-LINK TECHNOLOGIES CO.,LTD.
114612;"0C72D9";zte corporation
114613;"0C73BE";Dongguan Haimai Electronie Technology Co.,Ltd
114614;"0C73EB";IEEE Registration Authority
114615;"0C73EB0";Gemini Data Loggers (UK) Limited
114616;"0C73EB1";EVERSEC TECHNOLOGY CORPORATION
114617;"0C73EB2";Deltapath, Inc.
114618;"0C73EB3";Tiinlab Acoustic Technology (Shenzhen) Co., Ltd.
114619;"0C73EB4";U-PASS.CO.,LTD
114620;"0C73EB5";Husty M.Styczen J.Hupert Sp.J.
114621;"0C73EB6";Green Fox Electro AS
114622;"0C73EB7";Dinkle Enterprise Co., Ltd.
114623;"0C73EB8";Beijing Miiiw Technology Co., Ltd
114624;"0C73EB9";Beijing L&S Lancom Platform Tech. Co., Ltd.
114625;"0C73EBA";Pi Innovo LLC
114626;"0C73EBB";Synaccess Networks
114627;"0C73EBC";Shenzhen Samchung Video Technology Co., Ltd.
114628;"0C73EBD";D-Link （Shanghai）Limited Corp.
114629;"0C73EBE";Taiwan Pulse Motion Co., Ltd.
114630;"0C74C2";Apple, Inc.
114631;"0C7512";Shenzhen Kunlun TongTai Technology  Co.,Ltd.
114632;"0C7523";BEIJING GEHUA CATV NETWORK CO.,LTD
114633;"0C756C";Anaren Microwave, Inc.
114634;"0C75BD";Cisco Systems, Inc
114635;"0C771A";Apple, Inc.
114636;"0C7A15";Intel Corporate
114637;"0C7C28";Nokia
114638;"0C7D7C";Kexiang Information Technology Co, Ltd.
114639;"0C8063";TP-LINK TECHNOLOGIES CO.,LTD.
114640;"0C8112";Private
114641;"0C8126";Juniper Networks
114642;"0C817D";EEP Elektro-Elektronik Pranjic GmbH
114643;"0C8230";SHENZHEN MAGNUS TECHNOLOGIES CO.,LTD
114644;"0C8268";TP-LINK TECHNOLOGIES CO.,LTD.
114645;"0C826A";Wuhan Huagong Genuine Optics Technology Co., Ltd
114646;"0C839A";Huawei Device Co., Ltd.
114647;"0C8411";A.O. Smith Water Products
114648;"0C8447";Fiberhome Telecommunication Technologies Co.,LTD
114649;"0C8484";Zenovia Electronics Inc.
114650;"0C84DC";Hon Hai Precision Ind. Co.,Ltd.
114651;"0C8525";Cisco Systems, Inc
114652;"0C8610";Juniper Networks
114653;"0C8910";Samsung Electronics Co.,Ltd
114654;"0C8A87";AgLogica Holdings, Inc
114655;"0C8BD3";ITEL MOBILE LIMITED
114656;"0C8BFD";Intel Corporate
114657;"0C8C24";SHENZHEN BILIAN ELECTRONIC CO.，LTD
114658;"0C8C8F";Kamo Technology Limited
114659;"0C8CDC";Suunto Oy
114660;"0C8D98";TOP EIGHT IND CORP
114661;"0C8DDB";Cisco Meraki
114662;"0C8E29";Arcadyan Corporation
114663;"0C8FFF";HUAWEI TECHNOLOGIES CO.,LTD
114664;"0C9160";Hui Zhou Gaoshengda Technology Co.,LTD
114665;"0C924E";Rice Lake Weighing Systems
114666;"0C9301";PT. Prasimax Inovasi Teknologi
114667;"0C93FB";BNS Solutions
114668;"0C9541";CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.
114669;"0C96BF";HUAWEI TECHNOLOGIES CO.,LTD
114670;"0C96E6";Cloud Network Technology (Samoa) Limited
114671;"0C9838";Xiaomi Communications Co Ltd
114672;"0C9A42";FN-LINK TECHNOLOGY LIMITED
114673;"0C9B13";Shanghai Magic Mobile Telecommunication Co.Ltd.
114674;"0C9D56";Consort Controls Ltd
114675;"0C9D92";ASUSTek COMPUTER INC.
114676;"0C9E91";Sankosha Corporation
114677;"0CA06C";Industrial Cyber Sensing Inc.
114678;"0CA138";Blinq Wireless Inc.
114679;"0CA2F4";Chameleon Technology (UK) Limited
114680;"0CA402";Alcatel-Lucent IPD
114681;"0CA42A";OB Telecom Electronic Technology Co., Ltd
114682;"0CA694";Sunitec Enterprise Co.,Ltd
114683;"0CA8A7";Samsung Electronics Co.,Ltd
114684;"0CAC05";Unitend Technologies Inc.
114685;"0CAE7D";Texas Instruments
114686;"0CAF5A";GENUS POWER INFRASTRUCTURES LIMITED
114687;"0CB2B7";Texas Instruments
114688;"0CB319";Samsung Electronics Co.,Ltd
114689;"0CB34F";Shenzhen Xiaoqi Intelligent Technology Co., Ltd.
114690;"0CB459";Marketech International Corp.
114691;"0CB4A4";Xintai Automobile Intelligent Network Technology
114692;"0CB4EF";Digience Co.,Ltd.
114693;"0CB527";HUAWEI TECHNOLOGIES CO.,LTD
114694;"0CB5DE";Alcatel Lucent
114695;"0CB6D2";D-Link International
114696;"0CB771";ARRIS Group, Inc.
114697;"0CB912";JM-DATA GmbH
114698;"0CB937";Ubee Interactive Co., Limited
114699;"0CBC9F";Apple, Inc.
114700;"0CBD51";TCT mobile ltd
114701;"0CBF15";Genetec Inc.
114702;"0CBF3F";Shenzhen Lencotion Technology Co.,Ltd
114703;"0CBF74";Morse Micro
114704;"0CC0C0";MAGNETI MARELLI SISTEMAS ELECTRONICOS MEXICO
114705;"0CC3A7";Meritec
114706;"0CC47A";Super Micro Computer, Inc.
114707;"0CC47E";EUCAST Co., Ltd.
114708;"0CC655";Wuxi YSTen Technology Co.,Ltd.
114709;"0CC66A";Nokia Corporation
114710;"0CC6AC";DAGS
114711;"0CC6CC";HUAWEI TECHNOLOGIES CO.,LTD
114712;"0CC731";Currant, Inc.
114713;"0CC81F";Summer Infant, Inc.
114714;"0CC844";Cambridge Mobile Telematics, Inc.
114715;"0CC9C6";Samwin Hong Kong Limited
114716;"0CCB85";Motorola Mobility LLC, a Lenovo Company
114717;"0CCB8D";ASCO Numatics GmbH
114718;"0CCC26";Airenetworks
114719;"0CCDD3";EASTRIVER TECHNOLOGY CO., LTD.
114720;"0CCDFB";EDIC Systems Inc.
114721;"0CCEF6";Guizhou Fortuneship Technology Co., Ltd
114722;"0CCFD1";SPRINGWAVE Co., Ltd
114723;"0CD0F8";Cisco Systems, Inc
114724;"0CD292";Intel Corporate
114725;"0CD2B5";Binatone Telecommunication Pvt. Ltd
114726;"0CD502";Westell Technologies Inc.
114727;"0CD696";Amimon Ltd
114728;"0CD6BD";HUAWEI TECHNOLOGIES CO.,LTD
114729;"0CD746";Apple, Inc.
114730;"0CD7C2";Axium Technologies, Inc.
114731;"0CD86C";SHENZHEN FAST TECHNOLOGIES CO.,LTD
114732;"0CD996";Cisco Systems, Inc
114733;"0CD9C1";Visteon Corporation
114734;"0CDA41";Hangzhou H3C Technologies Co., Limited
114735;"0CDC7E";Espressif Inc.
114736;"0CDCCC";Inala Technologies
114737;"0CDD24";Intel Corporate
114738;"0CDDEF";Nokia Corporation
114739;"0CDFA4";Samsung Electronics Co.,Ltd
114740;"0CE041";iDruide
114741;"0CE0DC";Samsung Electronics Co.,Ltd
114742;"0CE0E4";PLANTRONICS, INC.
114743;"0CE4A0";Huawei Device Co., Ltd.
114744;"0CE5D3";DH electronics GmbH
114745;"0CE709";Fox Crypto B.V.
114746;"0CE725";Microsoft Corporation
114747;"0CE82F";Bonfiglioli Vectron GmbH
114748;"0CE936";ELIMOS srl
114749;"0CE99A";ATLS ALTEC
114750;"0CEAC9";ARRIS Group, Inc.
114751;"0CEC80";Texas Instruments
114752;"0CEC84";Shenzhen TINNO Mobile Technology Corp.
114753;"0CEE99";Amazon Technologies Inc.
114754;"0CEEE6";Hon Hai Precision Ind. Co.,Ltd.
114755;"0CEF7C";AnaCom Inc
114756;"0CEFAF";IEEE Registration Authority
114757;"0CEFAF0";Kenmore
114758;"0CEFAF1";Goerlitz AG
114759;"0CEFAF2";LUMEL S.A.
114760;"0CEFAF3";Engineering Center ENERGOSERVICE
114761;"0CEFAF4";Sentry360
114762;"0CEFAF5";PREMIUM SA
114763;"0CEFAF6";Firmware Design AS
114764;"0CEFAF7";Syntrans AB
114765;"0CEFAF8";BSX Athletics
114766;"0CEFAF9";Rotel
114767;"0CEFAFA";chengdu joyotime Technology Co., Ltd.
114768;"0CEFAFB";Hubei Century Network Technology Co., Ltd
114769;"0CEFAFC";GainStrong Industry Co.,Ltd
114770;"0CEFAFD";CJSC «Svyaz Engineering»
114771;"0CEFAFE";Infinisource Inc.
114772;"0CEFAFF";Private
114773;"0CF019";Malgn Technology Co., Ltd.
114774;"0CF0B4";Globalsat International Technology Ltd
114775;"0CF346";Xiaomi Communications Co Ltd
114776;"0CF361";Java Information
114777;"0CF3EE";EM Microelectronic
114778;"0CF405";Beijing Signalway Technologies Co.,Ltd
114779;"0CF475";Zliide Technologies ApS
114780;"0CF4D5";Ruckus Wireless
114781;"0CF5A4";Cisco Systems, Inc
114782;"0CF893";ARRIS Group, Inc.
114783;"0CF9C0";BSkyB Ltd
114784;"0CFC83";Airoha Technology Corp.,
114785;"0CFD37";SUSE Linux GmbH
114786;"0CFE45";Sony Interactive Entertainment Inc.
114787;"0CFE5D";IEEE Registration Authority
114788;"0CFE5D0";Chengdu Ledong Information & Technology Co., Ltd.
114789;"0CFE5D1";Fender Musical Instrument
114790;"0CFE5D2";Dspread International Co.,Limited
114791;"0CFE5D3";Beijing WayClouds Technology Co., Ltd.
114792;"0CFE5D4";Yantai Dongfang Wisdom Electic Co.,Ltd.
114793;"0CFE5D5";SELECTRIC Nachrichten-Systeme GmbH
114794;"0CFE5D6";Antailiye Technology Co.,Ltd
114795;"0CFE5D7";Vermes Microdispensing GmbH
114796;"0CFE5D8";CTK Contact Electronics co., Ltd.
114797;"0CFE5D9";Celerway Communication AS
114798;"0CFE5DA";Fujian Jieyu Computer Technology Co., Ltd.
114799;"0CFE5DB";YINUO-LINK LIMITED
114800;"0CFE5DC";Bepal Technology Co.,Ltd.
114801;"0CFE5DD";Maksat Technologies P Ltd
114802;"0CFE5DE";NEWGREEN TECH CO., LTD.
114803;"100000";Private
114804;"10005A";IBM Corp
114805;"1000E8";NATIONAL SEMICONDUCTOR
114806;"1000FD";LaonPeople
114807;"100177";HUAWEI TECHNOLOGIES CO.,LTD
114808;"1001CA";Ashley Butterworth
114809;"1002B5";Intel Corporate
114810;"100501";PEGATRON CORPORATION
114811;"1005B1";ARRIS Group, Inc.
114812;"1005CA";Cisco Systems, Inc
114813;"1005E1";Nokia
114814;"100645";Sagemcom Broadband SAS
114815;"100723";IEEE Registration Authority
114816;"1007230";RippleTek Tech Ltd
114817;"1007231";Beijing Assem Technology Co., ltd
114818;"1007232";Diginet Control Systems Pty Ltd
114819;"1007233";Tongfang computer co.Ltd.
114820;"1007234";Audio Engineering Ltd.
114821;"1007235";BEIJING SOOALL INFORMATION TECHNOLOGY CO.,LTD
114822;"1007236";ESTONE TECHNOLOGY INC
114823;"1007237";nanoTech Co., Ltd.
114824;"1007238";Ion Professional Solutions
114825;"1007239";Wireless input technology Inc.
114826;"100723A";TESSERA TECHNOLOGY INC.
114827;"100723B";Fujian Quanzhou Dong Ang Electronics Co., Ltd.
114828;"100723C";Shenzhen Xinfa Electronic Co.,ltd
114829;"100723E";First Chair Acoustics Co., Ltd.
114830;"100723F";Private
114831;"1007B6";Samsung Electronics Co.,Ltd
114832;"10082C";Texas Instruments
114833;"1008B1";Hon Hai Precision Ind. Co.,Ltd.
114834;"10090C";Janome Sewing Machine Co., Ltd.
114835;"100BA9";Intel Corporate
114836;"100C24";pomdevices, LLC
114837;"100C6B";NETGEAR
114838;"100D2F";Online Security Pty. Ltd.
114839;"100D32";Embedian, Inc.
114840;"100D7F";NETGEAR
114841;"100E2B";NEC CASIO Mobile Communications
114842;"100E7E";Juniper Networks
114843;"100F18";Fu Gang Electronic(KunShan)CO.,LTD
114844;"1010B6";McCain Inc
114845;"101212";Vivo International Corporation Pty Ltd
114846;"101218";Korins Inc.
114847;"101248";ITG, Inc.
114848;"101250";Integrated Device Technology (Malaysia) Sdn. Bhd.
114849;"1012B4";SICHUAN TIANYI COMHEART TELECOM CO.,LTD
114850;"1012FB";Hangzhou Hikvision Digital Technology Co.,Ltd.
114851;"101331";Technicolor
114852;"1013EE";Justec International Technology INC.
114853;"10189E";Elmo Motion Control
114854;"101B54";HUAWEI TECHNOLOGIES CO.,LTD
114855;"101C0C";Apple, Inc.
114856;"101D51";"8Mesh Networks Limited"
114857;"101DC0";Samsung Electronics Co.,Ltd
114858;"101F74";Hewlett Packard
114859;"102279";ZeroDesktop, Inc.
114860;"1027BE";TVIP
114861;"102831";Morion Inc.
114862;"102959";Apple, Inc.
114863;"1029AB";Samsung Electronics Co.,Ltd
114864;"102AB3";Xiaomi Communications Co Ltd
114865;"102C6B";AMPAK Technology, Inc.
114866;"102C83";XIMEA
114867;"102D96";Looxcie Inc.
114868;"102EAF";Texas Instruments
114869;"102F6B";Microsoft Corporation
114870;"102FA3";Shenzhen Uvision-tech Technology Co.Ltd
114871;"103025";Apple, Inc.
114872;"103034";Cara Systems
114873;"103047";Samsung Electronics Co.,Ltd
114874;"10327E";Huawei Device Co., Ltd.
114875;"103378";FLECTRON Co., LTD
114876;"1033BF";Technicolor CH USA Inc.
114877;"10341B";Spacelink
114878;"10364A";Boston Dynamics
114879;"103711";Simlink AS
114880;"103917";Samsung Electronics Co.,Ltd
114881;"1039E9";Juniper Networks
114882;"103B59";Samsung Electronics Co.,Ltd
114883;"103D0A";Hui Zhou Gaoshengda Technology Co.,LTD
114884;"103D3E";China Mobile Group Device Co.,Ltd.
114885;"103DEA";HFC Technology (Beijing) Ltd. Co.
114886;"1040F3";Apple, Inc.
114887;"10417F";Apple, Inc.
114888;"104369";Soundmax Electronic Limited
114889;"104400";HUAWEI TECHNOLOGIES CO.,LTD
114890;"10445A";Shaanxi Hitech Electronic Co., LTD
114891;"1045BE";Norphonic AS
114892;"1045F8";LNT-Automation GmbH
114893;"1046B4";FormericaOE
114894;"104780";HUAWEI TECHNOLOGIES CO.,LTD
114895;"1048B1";Beijing Duokan Technology Limited
114896;"104963";HARTING K.K.
114897;"104A7D";Intel Corporate
114898;"104B46";Mitsubishi Electric Corporation
114899;"104D77";Innovative Computer Engineering
114900;"104E07";Shanghai Genvision Industries Co.,Ltd
114901;"104E89";Garmin International
114902;"104F58";Aruba, a Hewlett Packard Enterprise Company
114903;"104FA8";Sony Corporation
114904;"105072";Sercomm Corporation.
114905;"105172";HUAWEI TECHNOLOGIES CO.,LTD
114906;"10521C";Espressif Inc.
114907;"105611";ARRIS Group, Inc.
114908;"1056CA";Peplink International Ltd.
114909;"105887";Fiberhome Telecommunication Technologies Co.,LTD
114910;"105917";Tonal
114911;"105932";Roku, Inc
114912;"105AF7";ADB Italia
114913;"105BAD";Mega Well Limited
114914;"105C3B";Perma-Pipe, Inc.
114915;"105CBF";DuroByte Inc
114916;"105DDC";Huawei Device Co., Ltd.
114917;"105F06";Actiontec Electronics, Inc
114918;"105F49";Cisco SPVTG
114919;"105FD4";Tendyron Corporation
114920;"10604B";Hewlett Packard
114921;"1062C9";Adatis GmbH & Co. KG
114922;"1062D0";Technicolor CH USA Inc.
114923;"1062E5";Hewlett Packard
114924;"1062EB";D-Link International
114925;"1063C8";Liteon Technology Corporation
114926;"1064E2";ADFweb.com s.r.l.
114927;"106530";Dell Inc.
114928;"1065A3";Panamax LLC
114929;"1065CF";IQSIM
114930;"106682";NEC Platforms, Ltd.
114931;"10683F";LG Electronics (Mobile Communications)
114932;"106F3F";BUFFALO.INC
114933;"106FEF";Ad-Sol Nissin Corp
114934;"1070FD";Mellanox Technologies, Inc.
114935;"1071F9";Cloud Telecomputers, LLC
114936;"107223";TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
114937;"10746F";MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.
114938;"10768A";EoCell
114939;"107717";SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
114940;"1077B0";Fiberhome Telecommunication Technologies Co.,LTD
114941;"1077B1";Samsung Electronics Co.,Ltd
114942;"10785B";Actiontec Electronics, Inc
114943;"107873";Shenzhen Jinkeyi Communication Co., Ltd.
114944;"1078CE";Hanvit SI, Inc.
114945;"1078D2";Elitegroup Computer Systems Co.,Ltd.
114946;"107A86";U&U ENGINEERING INC.
114947;"107B44";ASUSTek COMPUTER INC.
114948;"107BA4";Olive & Dove Co.,Ltd.
114949;"107BEF";Zyxel Communications Corporation
114950;"107D1A";Dell Inc.
114951;"1081B4";Hunan Greatwall Galaxy Science and Technology Co.,Ltd.
114952;"108286";Luxshare Precision Industry Co.,Ltd
114953;"1083D2";Microseven Systems, LLC
114954;"10868C";ARRIS Group, Inc.
114955;"10880F";Daruma Telecomunicações e Informática S.A.
114956;"1088CE";Fiberhome Telecommunication Technologies Co.,LTD
114957;"1089FB";Samsung Electronics Co.,Ltd
114958;"108A1B";RAONIX Inc.
114959;"108B6A";Antailiye Technology Co.,Ltd
114960;"108CCF";Cisco Systems, Inc
114961;"108EBA";Molekule
114962;"108EE0";Samsung Electronics Co.,Ltd
114963;"109266";Samsung Electronics Co.,Ltd
114964;"109397";ARRIS Group, Inc.
114965;"1093E9";Apple, Inc.
114966;"1094BB";Apple, Inc.
114967;"10954B";Megabyte Ltd.
114968;"109836";Dell Inc.
114969;"1098C3";Murata Manufacturing Co., Ltd.
114970;"109AB9";Tosibox Oy
114971;"109ADD";Apple, Inc.
114972;"109C70";Prusa Research s.r.o.
114973;"109E3A";Zhejiang Tmall Technology Co., Ltd.
114974;"109FA9";Actiontec Electronics, Inc
114975;"10A13B";FUJIKURA RUBBER LTD.
114976;"10A24E";GOLD3LINK ELECTRONICS CO., LTD
114977;"10A3B8";Iskratel d.o.o.
114978;"10A4B9";Baidu Online Network Technology (Beijing) Co., Ltd
114979;"10A4BE";SHENZHEN BILIAN ELECTRONIC CO.，LTD
114980;"10A5D0";Murata Manufacturing Co., Ltd.
114981;"10A659";Mobile Create Co.,Ltd.
114982;"10A743";SK Mtek Limited
114983;"10A932";Beijing Cyber Cloud Technology Co. ,Ltd.
114984;"10AE60";Private
114985;"10AF78";Shenzhen ATUE Technology Co., Ltd
114986;"10B1F8";HUAWEI TECHNOLOGIES CO.,LTD
114987;"10B26B";base Co.,Ltd.
114988;"10B36F";Bowei Technology Company Limited
114989;"10B3C6";Cisco Systems, Inc
114990;"10B3D5";Cisco Systems, Inc
114991;"10B3D6";Cisco Systems, Inc
114992;"10B713";Private
114993;"10B7F6";Plastoform Industries Ltd.
114994;"10B9F7";Niko-Servodan
114995;"10B9FE";Lika srl
114996;"10BAA5";GANA I&C CO., LTD
114997;"10BC97";vivo Mobile Communication Co., Ltd.
114998;"10BD18";Cisco Systems, Inc
114999;"10BD55";Q-Lab Corporation
115000;"10BEF5";D-Link International
115001;"10BF48";ASUSTek COMPUTER INC.
115002;"10C07C";Blu-ray Disc Association
115003;"10C172";HUAWEI TECHNOLOGIES CO.,LTD
115004;"10C22F";China Entropy Co., Ltd.
115005;"10C25A";Technicolor CH USA Inc.
115006;"10C2BA";UTT Co., Ltd.
115007;"10C37B";ASUSTek COMPUTER INC.
115008;"10C3AB";HUAWEI TECHNOLOGIES CO.,LTD
115009;"10C586";BIO SOUND LAB CO., LTD.
115010;"10C595";Lenovo
115011;"10C60C";Domino UK Ltd
115012;"10C61F";HUAWEI TECHNOLOGIES CO.,LTD
115013;"10C65E";Adapt-IP
115014;"10C67E";SHENZHEN JUCHIN TECHNOLOGY CO., LTD
115015;"10C6FC";Garmin International
115016;"10C73F";Midas Klark Teknik Ltd
115017;"10C753";Qingdao Intelligent&Precise Electronics Co.,Ltd.
115018;"10CA81";PRECIA
115019;"10CC1B";Liverock technologies,INC
115020;"10CCDB";AXIMUM PRODUITS ELECTRONIQUES
115021;"10CD6E";FISYS
115022;"10CDAE";Avaya Inc
115023;"10CDB6";Essential Products, Inc.
115024;"10CE45";Miromico AG
115025;"10CEA9";Texas Instruments
115026;"10D07A";AMPAK Technology, Inc.
115027;"10D0AB";zte corporation
115028;"10D1DC";INSTAR Deutschland GmbH
115029;"10D38A";Samsung Electronics Co.,Ltd
115030;"10D542";Samsung Electronics Co.,Ltd
115031;"10DA43";NETGEAR
115032;"10DC4A";Fiberhome Telecommunication Technologies Co.,LTD
115033;"10DCB6";IEEE Registration Authority
115034;"10DCB60";Private
115035;"10DCB61";ABB Switzerland Ltd.
115036;"10DCB62";CAL-COMP INDUSTRIA E COMERCIO DE ELETRONICOS E INFORMATICA LTDA
115037;"10DCB63";HANACNS
115038;"10DCB64";Annapurna labs
115039;"10DCB65";Milesight Taiwan
115040;"10DCB66";Prolan Zrt.
115041;"10DCB67";Moya Commumication Technology (Shenzhen) Co.,Ltd.
115042;"10DCB68";Sanofi (Beijing) Pharmaceutical Co., Ltd.
115043;"10DCB69";Fuzhou Rockchip Electronics Co.,Ltd
115044;"10DCB6A";Pickering Interfaces Ltd
115045;"10DCB6B";Eyeball Fintech Company
115046;"10DCB6C";BBPOS International Limited
115047;"10DCB6D";LeoLabs
115048;"10DCB6E";Shenzhen Sunwoda intelligent hardware Co.,Ltd
115049;"10DDB1";Apple, Inc.
115050;"10DDF4";Maxway Electronics CO.,LTD
115051;"10DEE4";automationNEXT GmbH
115052;"10DF8B";Shenzhen CareDear Communication Technology Co.,Ltd
115053;"10DFFC";Siemens AG
115054;"10E2D5";Qi Hardware Inc.
115055;"10E3C7";Seohwa Telecom
115056;"10E4AF";APR, LLC
115057;"10E68F";KWANGSUNG ELECTRONICS KOREA CO.,LTD.
115058;"10E6AE";Source Technologies, LLC
115059;"10E77A";STMicrolectronics International NV
115060;"10E7C6";Hewlett Packard
115061;"10E878";Nokia
115062;"10E8EE";PhaseSpace
115063;"10E953";Huawei Device Co., Ltd.
115064;"10EA59";Cisco SPVTG
115065;"10EED9";Canoga Perkins Corporation
115066;"10F005";Intel Corporate
115067;"10F163";TNK CO.,LTD
115068;"10F1F2";LG Electronics (Mobile Communications)
115069;"10F311";Cisco Systems, Inc
115070;"10F3DB";Gridco Systems, Inc.
115071;"10F49A";T3 Innovation
115072;"10F681";vivo Mobile Communication Co., Ltd.
115073;"10F920";Cisco Systems, Inc
115074;"10F96F";LG Electronics (Mobile Communications)
115075;"10F9EB";Industria Fueguina de Relojería Electrónica s.a.
115076;"10F9EE";Nokia Corporation
